Query,URI,Title,Definition,Synonyms,Parent_URI,Children
Transport accident,http://id.who.int/icd/entity/1596356387,Unintentional water transport injury event,,Water transport accidents; Boat transport accident NOS; ship transport accident NOS; Watercraft transport accident NOS,,[]
Transport accident,http://id.who.int/icd/entity/69852207,Unintentional air or space transport injury event,,Air and space transport accidents; Air transport accident NOS; Aircraft accident NOS; accidents to nonoccupants of aircraft,,[]
Transport accident,http://id.who.int/icd/entity/79623775,Unintentional land transport injury event unknown whether road traffic or off-road nontraffic,,unintentional land transport injury event unknown whether on road or off-road; land transport accident NOS; motor vehicle accident NOS; MVA - [motor vehicle accident] NOS; MVC - [motor vehicle crash]; motor vehicle collision NOS; head on collision NOS; auti accident NOS,,[]
Transport accident,http://id.who.int/icd/entity/1114138453,Unintentional land transport traffic event injuring a pedestrian,,pedestrian injured in transport accident,,[]
Transport accident,http://id.who.int/icd/entity/714231201,Unintentional land transport off-road nontraffic injury event,,unintentional land transport injury event occurring off-road; unintentional off-road crash; nontraffic land transport accident,,[]
Transport accident,http://id.who.int/icd/entity/1273171148,Pedestrian injured in other and unspecified transport accidents,,,,[]
Transport accident,http://id.who.int/icd/entity/1573350953,Unintentional land transport traffic event injuring an occupant of a heavy goods vehicle,,"occupant of heavy transport vehicle injured in transport accident; Unintentional land transport traffic event injuring an occupant of a heavy transport vehicle; Collision NOS involving heavy transport vehicle, traffic; Accident NOS involving heavy transport vehicle",,[]
Transport accident,http://id.who.int/icd/entity/1758338082,Unintentional land transport traffic event injuring a car occupant,,car occupant injured in transport accident,,[]
Transport accident,http://id.who.int/icd/entity/721114126,Unintentional land transport traffic event injuring an occupant of a bus or coach,,"Bus occupant injured in transport accident; Bus collision NOS, traffic; Bus accident NOS",,[]
Transport accident,http://id.who.int/icd/entity/472270037,Pedal cyclist injured in other and unspecified transport accidents,,"Pedal cycle collision NOS, traffic; Pedal cycle accident NOS; Bicycle accident NOS; Bicycle collision NOS, traffic; bicyclist injured in other and unspecified transport accident",,[]
Transport accident,http://id.who.int/icd/entity/551890744,Sequelae of transport accidents,,late effect of transport accidents,,[]
Transport accident,http://id.who.int/icd/entity/495939346,Unintentional land transport traffic event injuring an occupant of a streetcar or tram,,Occupant of streetcar injured in transport accident; person on outside of streetcar injured in transport accident; Streetcar accident NOS,,[]
Transport accident,http://id.who.int/icd/entity/813225239,Car occupant injured in other and unspecified transport accidents,,"Car collision NOS, traffic",,[]
Transport accident,http://id.who.int/icd/entity/935916226,Bus occupant injured in other and unspecified transport accidents,,,,[]
Transport accident,http://id.who.int/icd/entity/1929426168,Other and unspecified water transport accidents involving water-skis,,,,[]
Transport accident,http://id.who.int/icd/entity/380853503,Unintentional land transport nontraffic event injuring an occupant of a heavy goods vehicle,,"Unintentional land transport nontraffic event injuring an occupant of a heavy transport vehicle; Collision NOS involving heavy transport vehicle, nontraffic; Accident NOS involving heavy transport vehicle, nontraffic; Occupant of heavy transport vehicle injured in nontraffic accident NOS",,[]
Transport accident,http://id.who.int/icd/entity/388467595,Sequelae of other and unspecified transport accidents,,late effect of other and unspecified transport accidents,,[]
Transport accident,http://id.who.int/icd/entity/128836615,Other and unspecified water transport accidents involving sailboat,,,,[]
Transport accident,http://id.who.int/icd/entity/324760454,Unintentional land transport traffic event injuring a motor cyclist,,motorcycle rider injured in transport accident; unintentional land transport accident motorbike; motorbike accident; motorbike traffic accident; Motorcycle accident NOS,,[]
Transport accident,http://id.who.int/icd/entity/899593763,Other and unspecified water transport accidents involving yacht,,,,[]
Transport accident,http://id.who.int/icd/entity/1153230466,Other and unspecified water transport accidents involving liner,,,,[]
Transport accident,http://id.who.int/icd/entity/1915625996,Other and unspecified water transport accidents involving windsurfer,,,,[]
Transport accident,http://id.who.int/icd/entity/2037221697,Pedal cyclist injured in noncollision transport accident,,bicyclist injured in noncollision transport accident,,[]
Transport accident,http://id.who.int/icd/entity/277813817,Parachutist injured in air transport accident,,,,[]
Transport accident,http://id.who.int/icd/entity/1611512539,Occupant of heavy transport vehicle injured in other and unspecified transport accidents,,,,[]
Transport accident,http://id.who.int/icd/entity/1429411971,Car occupant injured in noncollision transport accident,,overturning car; overturned car,,[]
Transport accident,http://id.who.int/icd/entity/1384333144,Bus occupant injured in noncollision transport accident,,,,[]
Transport accident,http://id.who.int/icd/entity/462840578,Motorcycle rider injured in other and unspecified transport accidents,,,,[]
Transport accident,http://id.who.int/icd/entity/1975834541,Person on ground injured in air transport accident,,,,[]
Transport accident,http://id.who.int/icd/entity/1950578579,Other and unspecified water transport accidents involving other powered watercraft,,,,[]
Transport accident,http://id.who.int/icd/entity/1705372410,Other and unspecified water transport accidents involving passenger ship,,,,[]
Transport accident,http://id.who.int/icd/entity/285784583,Other and unspecified water transport accidents involving fishing boat,,,,[]
Transport accident,http://id.who.int/icd/entity/1851915398,Unintentional land transport traffic event injuring a user of a special construction vehicle,,occupant of special construction vehicle injured in transport accident; Special-construction-vehicle accident NOS,,[]
Transport accident,http://id.who.int/icd/entity/88504143,Occupant of heavy transport vehicle injured in noncollision transport accident,,,,[]
Transport accident,http://id.who.int/icd/entity/1763852271,Occupant of railway train or railway vehicle injured in transport accident,,,,[]
Transport accident,http://id.who.int/icd/entity/15607660,Other and unspecified water transport accidents involving merchant ship,,,,[]
Transport accident,http://id.who.int/icd/entity/700938044,Examination or observation following transport accident,,examination following motor vehicle accident,,[]
Transport accident,http://id.who.int/icd/entity/192763439,Car occupant injured in noncollision transport accident : unspecified car occupant injured in traffic accident,,,,[]
Transport accident,http://id.who.int/icd/entity/995308412,Bus occupant injured in noncollision transport accident : unspecified bus occupant injured in traffic accident,,,,[]
Transport accident,http://id.who.int/icd/entity/337399188,Car occupant injured in noncollision transport accident : unspecified car occupant injured in nontraffic accident,,,,[]
Transport accident,http://id.who.int/icd/entity/2128457364,Motorcycle rider injured in noncollision transport accident,,,,[]
Transport accident,http://id.who.int/icd/entity/607267009,Bus occupant injured in noncollision transport accident : unspecified bus occupant injured in nontraffic accident,,,,[]
Transport accident,http://id.who.int/icd/entity/289385137,Other and unspecified water transport accidents involving jet skis,,,,[]
Transport accident,http://id.who.int/icd/entity/1372365398,Other and unspecified water transport accidents involving surf-board,,,,[]
Transport accident,http://id.who.int/icd/entity/1146691090,Other and unspecified water transport accidents involving ferry-boat,,,,[]
Transport accident,http://id.who.int/icd/entity/1659251091,Other and unspecified water transport accidents involving canoe or kayak,,,,[]
Transport accident,http://id.who.int/icd/entity/1527773658,"Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist injured in traffic accident",,,,[]
Transport accident,http://id.who.int/icd/entity/556085235,Pedal cyclist injured in noncollision transport accident : unspecified pedal cyclist injured in nontraffic accident,,,,[]
Transport accident,http://id.who.int/icd/entity/1684490659,Unintentional land transport traffic event injuring an occupant of a low powered passenger vehicle,,Occupant of three-wheeled motor vehicle injured in transport accident,,[]
Transport accident,http://id.who.int/icd/entity/726208589,Occupant of heavy transport vehicle injured in noncollision transport accident : unspecified occupant of heavy transport vehicle injured in traffic accident,,,,[]
Fall,http://id.who.int/icd/entity/134290789,Unintentional fall,,fall NOS; accidental fall; fall causing injury that resulted in death; fell NOS; mechanical fall NOS; fall to floor; fell to floor; fall at home; fell at home; fall at residence; fall at nursing home; fall from unknown height,,[]
Fall,http://id.who.int/icd/entity/1093196899,Tendency to fall,,Tendency to fall because of old age or other unclear health problems; recurrent falls; repeated falls; falls NOS; multiple falls NOS,,[]
Fall,http://id.who.int/icd/entity/783139626,Complications of fall,,,,[]
Fall,http://id.who.int/icd/entity/1822613699,"Struck by thrown, projected or falling object",,falling object,,[]
Fall,http://id.who.int/icd/entity/1688850216,Sensation of falling,Sensation of losing one's grip and falling.,,,[]
Fall,http://id.who.int/icd/entity/1425675101,Occupant of railway train or railway vehicle injured by fall in railway train or railway vehicle,,fall in train; fall on train,,[]
Fall,http://id.who.int/icd/entity/1363622909,Fall in health care,,fall in hospital,,[]
Fall,http://id.who.int/icd/entity/996246205,Fall in bathtub,,,,[]
Fall,http://id.who.int/icd/entity/542589858,Occupant of railway train or railway vehicle injured by fall from railway train or railway vehicle,,fall from train,,[]
Fall,http://id.who.int/icd/entity/1045802307,Fall in shower,,,,[]
Fall,http://id.who.int/icd/entity/1817248893,Unintentional fall from tree,,fall from tree,,[]
Fall,http://id.who.int/icd/entity/173760338,Fall or jump with undetermined intent,,fall from height NOS,,[]
Fall,http://id.who.int/icd/entity/1511324284,Exposure to fall,,Exposure to unspecified fall,,[]
Fall,http://id.who.int/icd/entity/1847586521,Fall or jump of undetermined intent on the same level or from less than 1 metre,,same level fall; complications of ground level fall,,[]
Fall,http://id.who.int/icd/entity/415990995,Unintentional fall on the same level or from less than 1 metre,,ground level fall; fell while ambulating; fall from standing height; fall from standing position; fell from standing,,[]
Fall,http://id.who.int/icd/entity/2008585443,Fall through floor,,,,[]
Fall,http://id.who.int/icd/entity/240716420,Unintentional fall from ladder,,accidental fall from ladder; fall from ladder; fall on and from ladder causing accidental injury; fall on or from ladder,,[]
Fall,http://id.who.int/icd/entity/2062834301,Unintentional fall on or from scaffolding,,fall from scaffold; fall from scaffolding; fall on and from scaffolding causing accidental injury; fall on and from scaffolding; accidental fall from scaffolding,,[]
Fall,http://id.who.int/icd/entity/152750569,Unintentional fall from cliff,,Fall from cliff,,[]
Fall,http://id.who.int/icd/entity/2061105633,Fall or jump of undetermined intent from stairs or steps,,fall down stairs NOS; fell down stairs; fall down steps,,[]
Fall,http://id.who.int/icd/entity/1432899034,Fall on or from escalator,,,,[]
Fall,http://id.who.int/icd/entity/1313418676,Fall from operating room table,,fall from operating table; fall from surgical table; fall from operation table,,[]
Fall,http://id.who.int/icd/entity/189781093,Fall from examination table,,,,[]
Fall,http://id.who.int/icd/entity/546326103,Unintentional fall from roof,,,,[]
Fall,http://id.who.int/icd/entity/1534148200,fall on or from ramp,,,,[]
Fall,http://id.who.int/icd/entity/847229948,Fall from or through roof,,,,[]
Fall,http://id.who.int/icd/entity/1804496786,Fall on or from incline,,,,[]
Fall,http://id.who.int/icd/entity/2028266721,Fall from or through railing,,,,[]
Fall,http://id.who.int/icd/entity/1430972584,Unintentional fall involving furniture,,,,[]
Fall,http://id.who.int/icd/entity/379555302,Hair fall disorder (TM2),,(c) Intithār al-Sha‘r,,[]
Fall,http://id.who.int/icd/entity/1434301283,Occupant of streetcar injured by fall in streetcar,,,,[]
Fall,http://id.who.int/icd/entity/566120423,Unintentional fall through roof,,,,[]
Fall,http://id.who.int/icd/entity/1018869510,"Fall from, out of or through wall",,,,[]
Fall,http://id.who.int/icd/entity/849593528,Fall from or out of tower,,,,[]
Fall,http://id.who.int/icd/entity/1002397610,Falling over animal,,,,[]
Fall,http://id.who.int/icd/entity/1461437517,Unintentional fall involving playground equipment,,fall from playground equipment; fall involving playground equipment causing accidental injury; fall on and from playground equipment; Fall involving playground equipment,,[]
Fall,http://id.who.int/icd/entity/2101585348,Qi sinking pattern (TM1),,Qi fall pattern (TM1),,[]
Fall,http://id.who.int/icd/entity/1578494278,Intentional self-harm by fall or jump,,intentional fall from one level to another,,[]
Fall,http://id.who.int/icd/entity/1634711970,Fall from orthopaedic surgical table,,fall from trauma table,,[]
Fall,http://id.who.int/icd/entity/1224625541,"Fall from, out of or through building",,,,[]
Fall,http://id.who.int/icd/entity/1069623780,Unintentionally struck by falling stone,,,,[]
Fall,http://id.who.int/icd/entity/924882442,"Fall from, out of or through bridge",,,,[]
Fall,http://id.who.int/icd/entity/567337886,Occupant of streetcar injured by fall from streetcar,,,,[]
Fall,http://id.who.int/icd/entity/1260217489,Complications of injuries sustained in a fall,,,,[]
Fall,http://id.who.int/icd/entity/1182235024,Unintentionally struck by falling tree,,,,[]
Fall,http://id.who.int/icd/entity/1460888323,"Fall from, out of or through window",,,,[]
Fall,http://id.who.int/icd/entity/2044964799,Fall from flag-pole,,,,[]
Fall,http://id.who.int/icd/entity/1474877205,Fall from horse in traffic event,,,,[]
Fall,http://id.who.int/icd/entity/864242868,Fall from horse in nontraffic event,,,,[]
Fall,http://id.who.int/icd/entity/1796392726,Unintentional fall involving stairs and steps,,fall on or from stairs and steps,,[]
Pedestrian,http://id.who.int/icd/entity/1517956415,Unintentional land transport event unknown whether traffic or nontraffic injuring a pedestrian,,"unintentional crash injuring a pedestrian, unknown whether on road; pedestrian accident NOS; pedestrian struck by motor vehicle; pedestrian struck by vehicle; struck by motor vehicle NOS; struck by vehicle NOS; motor vehicle striking pedestrian; auto vs pedestrian",,[]
Pedestrian,http://id.who.int/icd/entity/376039232,"Pedestrian injured in collision with railway train or railway vehicle, traffic accident",,pedestrian struck by train,,[]
Pedestrian,http://id.who.int/icd/entity/1114138453,Unintentional land transport traffic event injuring a pedestrian,,pedestrian injured in transport accident,,[]
Pedestrian,http://id.who.int/icd/entity/1595005935,Unintentional land transport nontraffic event injuring a pedestrian,,unintentional off-road crash injuring a pedestrian; non-traffic pedestrian accident,,[]
Pedestrian,http://id.who.int/icd/entity/1500157118,Pedestrian injured in unspecified nontraffic accident,,,,[]
Pedestrian,http://id.who.int/icd/entity/1590845204,Pedestrian conveyance as counterpart in land transport crash,"A device which is designed primarily for, or being used at the time primarily for, conveying the person and is not a transport vehicle.",powered pedestrian conveyances,,[]
Pedestrian,http://id.who.int/icd/entity/837312255,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",,"pedestrian struck by car, pick-up truck or van; person struck by car; pedestrian struck by automobile",,[]
Pedestrian,http://id.who.int/icd/entity/1273171148,Pedestrian injured in other and unspecified transport accidents,,,,[]
Pedestrian,http://id.who.int/icd/entity/1164216858,Pedestrian injured in collision with pedal cycle,,,,[]
Pedestrian,http://id.who.int/icd/entity/1809796899,Pedestrian as mode of transport of person injured in transport event,A pedestrian is any person involved in a transport crash who was not in or on a vehicle or pedestrian conveyance at the time.,,,[]
Pedestrian,http://id.who.int/icd/entity/915020174,Pedestrian injured in collision with other nonmotor vehicle,,,,[]
Pedestrian,http://id.who.int/icd/entity/1538563669,Car occupant injured in collision with pedestrian or animal,,,,[]
Pedestrian,http://id.who.int/icd/entity/1543813506,Bus occupant injured in collision with pedestrian or animal,,,,[]
Pedestrian,http://id.who.int/icd/entity/1109870961,Pedestrian injured in collision with railway train or railway vehicle,,,,[]
Pedestrian,http://id.who.int/icd/entity/2011828119,Pedal cyclist injured in collision with pedestrian or animal,,,,[]
Pedestrian,http://id.who.int/icd/entity/2123695182,Pedestrian as counterpart in land transport crash,A pedestrian is any person involved in a transport crash who was not in or on a vehicle or pedestrian conveyance at the time.,,,[]
Pedestrian,http://id.who.int/icd/entity/1104177032,Land transport traffic injury event of undetermined intent injuring a pedestrian,,Road crash of unknown intent injuring a pedestrian,,[]
Pedestrian,http://id.who.int/icd/entity/661423333,Pedestrian injured in collision with heavy transport vehicle or bus,,,,[]
Pedestrian,http://id.who.int/icd/entity/748107330,"Pedestrian injured in collision with pedal cycle, traffic accident",,,,[]
Pedestrian,http://id.who.int/icd/entity/1239219156,Pedestrian injured in collision with pedal cycle : nontraffic accident,,,,[]
Pedestrian,http://id.who.int/icd/entity/888233787,Intentional self-harm by land transport traffic event injuring a pedestrian,,intentional self-harm by road crash injuring a pedestrian,,[]
Pedestrian,http://id.who.int/icd/entity/1884956738,Motorcycle rider injured in collision with pedestrian or animal,,,,[]
Pedestrian,http://id.who.int/icd/entity/2094369126,Pedestrian conveyance as mode of transport of person injured in transport event,"A device which is designed primarily for, or being used at the time primarily for, conveying the person and is not a transport vehicle.",,,[]
Pedestrian,http://id.who.int/icd/entity/401491712,"Pedestrian injured in collision with other nonmotor vehicle, traffic accident",,,,[]
Pedestrian,http://id.who.int/icd/entity/1923451542,Pedestrian injured in collision with other nonmotor vehicle : nontraffic accident,,,,[]
Pedestrian,http://id.who.int/icd/entity/197259673,Occupant of heavy transport vehicle injured in collision with pedestrian or animal,,,,[]
Pedestrian,http://id.who.int/icd/entity/835312357,Pedestrian injured in collision with two- or three-wheeled motor vehicle,,,,[]
Pedestrian,http://id.who.int/icd/entity/261691179,Unintentional fall involving a pedestrian conveyance,,,,[]
Pedestrian,http://id.who.int/icd/entity/2122380499,Car occupant injured in collision with pedestrian or animal : unspecified car occupant injured in traffic accident,,,,[]
Pedestrian,http://id.who.int/icd/entity/1320063360,Bus occupant injured in collision with pedestrian or animal : unspecified bus occupant injured in traffic accident,,,,[]
Pedestrian,http://id.who.int/icd/entity/1642196848,Car occupant injured in collision with pedestrian or animal : unspecified car occupant injured in nontraffic accident,,,,[]
Pedestrian,http://id.who.int/icd/entity/1372555837,Bus occupant injured in collision with pedestrian or animal : unspecified bus occupant injured in nontraffic accident,,,,[]
Pedestrian,http://id.who.int/icd/entity/1931618986,"Pedestrian injured in collision with railway train or railway vehicle, nontraffic accident",,,,[]
Pedestrian,http://id.who.int/icd/entity/787634982,"Pedal cyclist injured in collision with pedestrian or animal, unspecified pedal cyclist injured in traffic accident",,,,[]
Pedestrian,http://id.who.int/icd/entity/1423478031,Pedal cyclist injured in collision with pedestrian or animal : unspecified pedal cyclist injured in nontraffic accident,,,,[]
Pedestrian,http://id.who.int/icd/entity/1417811825,"Pedestrian injured in collision with car, pick-up truck or van",,,,[]
Pedestrian,http://id.who.int/icd/entity/1460349350,Unintentional land transport traffic event injuring the user of a pedestrian conveyance,,unintentional road crash injuring the user of a pedestrian conveyance,,[]
Pedestrian,http://id.who.int/icd/entity/177287103,"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident",,,,[]
Pedestrian,http://id.who.int/icd/entity/1876615723,Pedestrian injured in collision with heavy transport vehicle or bus : nontraffic accident,,,,[]
Pedestrian,http://id.who.int/icd/entity/664756315,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal,,,,[]
Pedestrian,http://id.who.int/icd/entity/517750389,"Motorcycle rider injured in collision with pedestrian or animal, unspecified motorcycle rider injured in traffic accident",,,,[]
Pedestrian,http://id.who.int/icd/entity/1693902940,Motorcycle rider injured in collision with pedestrian or animal : unspecified motorcycle rider injured in nontraffic accident,,,,[]
Pedestrian,http://id.who.int/icd/entity/1766334657,Assault by land transport traffic event injuring a pedestrian,,,,[]
Pedestrian,http://id.who.int/icd/entity/65659281,Car occupant injured in collision with pedestrian or animal : passenger injured in traffic accident,,,,[]
Pedestrian,http://id.who.int/icd/entity/868713666,Bus occupant injured in collision with pedestrian or animal : passenger injured in traffic accident,,,,[]
Pedestrian,http://id.who.int/icd/entity/1879536133,Car occupant injured in collision with pedestrian or animal : passenger injured in nontraffic accident,,,,[]
Pedestrian,http://id.who.int/icd/entity/1076434774,Bus occupant injured in collision with pedestrian or animal : passenger injured in nontraffic accident,,,,[]
Pedestrian,http://id.who.int/icd/entity/2000990574,Car occupant injured in collision with pedestrian or animal : driver injured in traffic accident,,,,[]
Pedestrian,http://id.who.int/icd/entity/1198183485,Bus occupant injured in collision with pedestrian or animal : driver injured in traffic accident,,,,[]
Pedestrian,http://id.who.int/icd/entity/357351313,Car occupant injured in collision with pedestrian or animal : driver injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/1210553509,Vehicle passenger injured in transport related event,"A passenger is any occupant of a transport vehicle, other than the driver, in a position designed for the carriage of people.",Occupants of seats other than the driver's seat,,[]
Passenger vehicle,http://id.who.int/icd/entity/1011692914,Battery-powered airport passenger vehicle,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/1766261064,Passenger of special construction vehicle injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/447320796,Passenger of special construction vehicle injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/1321646217,Passenger of special industrial vehicle injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/1026042653,Passenger of special industrial vehicle injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/1975503305,Passenger of special agricultural vehicle injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/105994845,Passenger of special agricultural vehicle injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/931060771,Low-powered passenger vehicle as mode of transport of person injured in transport event,"(1) A land transport motor vehicle with three wheels (usually one in front and two behind), designed primarily for on-road use. Globally, most commonly used as taxis. Design, construction, type of motor and registration/licensing requirements vary widely. (2) A low-powered quadricycle or other low-powered four-wheeled passenger vehicle that is not a car.",Three wheeler as mode of transport of person injured in transport related event,,[]
Passenger vehicle,http://id.who.int/icd/entity/1444939023,Occupant of heavy transport vehicle injured in noncollision transport accident : passenger injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/634295963,Occupant of heavy transport vehicle injured in noncollision transport accident : passenger injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/573871950,Low powered passenger vehicle as counterpart in land transport crash,"(1) A land transport motor vehicle with three wheels (usually one in front and two behind), designed primarily for on-road use. Globally, most commonly used as taxis. Design, construction, type of motor and registration/licensing requirements vary widely. (2) A low-powered quadricycle or other low-powered four-wheeled passenger vehicle that is not a car.",Three wheeler as counterpart in land transport crash,,[]
Passenger vehicle,http://id.who.int/icd/entity/610818128,Car occupant injured in collision with other nonmotor vehicle : passenger injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/340147459,Bus occupant injured in collision with other nonmotor vehicle : passenger injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/1468451780,Car occupant injured in collision with other nonmotor vehicle : passenger injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/1739107991,Bus occupant injured in collision with other nonmotor vehicle : passenger injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/154752444,Bus occupant injured in collision with heavy transport vehicle or bus : passenger injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/421754509,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus : passenger injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/2060961320,Bus occupant injured in collision with heavy transport vehicle or bus : passenger injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/1791878425,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus : passenger injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/12035930,Pedal cyclist injured in collision with other nonmotor vehicle : passenger injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/133456945,Pedal cyclist injured in collision with other nonmotor vehicle : passenger injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/636483696,Car occupant injured in collision with railway train or railway vehicle : passenger injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/365010237,Bus occupant injured in collision with railway train or railway vehicle : passenger injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/1442933756,Car occupant injured in collision with railway train or railway vehicle : passenger injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/1714359977,Bus occupant injured in collision with railway train or railway vehicle : passenger injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/73145906,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle : passenger injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/2008190374,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle : passenger injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/1859150009,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle : passenger injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/19924838,"Pedal cyclist injured in collision with railway train or railway vehicle, passenger injured in traffic accident",,,,[]
Passenger vehicle,http://id.who.int/icd/entity/815383049,Motorcycle rider injured in collision with other nonmotor vehicle : passenger injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/490664749,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle : passenger injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/108250127,"Pedal cyclist injured in collision with railway train or railway vehicle, passenger injured in nontraffic accident",,,,[]
Passenger vehicle,http://id.who.int/icd/entity/937034082,Motorcycle rider injured in collision with other nonmotor vehicle : passenger injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/1059417972,Occupant of heavy transport vehicle injured in collision with pedal cycle : passenger injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/1288436968,Occupant of heavy transport vehicle injured in collision with pedal cycle : passenger injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/601729011,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : passenger injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/1345533031,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : passenger injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/957821167,Car occupant injured in collision with heavy transport vehicle or bus : passenger injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/1257874299,Car occupant injured in collision with heavy transport vehicle or bus : passenger injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/106081018,Occupant of three-wheeled motor vehicle injured in noncollision transport accident : passenger injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/1975269742,Occupant of three-wheeled motor vehicle injured in noncollision transport accident : passenger injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/98287118,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : passenger injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/1983196570,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : passenger injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/1684490659,Unintentional land transport traffic event injuring an occupant of a low powered passenger vehicle,,Occupant of three-wheeled motor vehicle injured in transport accident,,[]
Passenger vehicle,http://id.who.int/icd/entity/1757454712,Passenger of all-terrain or other off-road motor vehicle injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/1819339362,Unintentional land transport nontraffic event injuring an occupant of a low powered passenger vehicle,,"Occupant of three-wheeled motor vehicle injured in nontraffic accident NOS; Collision NOS involving three-wheeled motor vehicle, nontraffic; Accident NOS involving three-wheeled motor vehicle, nontraffic",,[]
Passenger vehicle,http://id.who.int/icd/entity/456012516,Passenger of all-terrain or other off-road motor vehicle injured in nontraffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/499699685,Pedal cyclist injured in collision with heavy transport vehicle or bus : passenger injured in traffic accident,,,,[]
Passenger vehicle,http://id.who.int/icd/entity/445320334,Pedal cyclist injured in collision with heavy transport vehicle or bus : passenger injured in nontraffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/1851915398,Unintentional land transport traffic event injuring a user of a special construction vehicle,,occupant of special construction vehicle injured in transport accident; Special-construction-vehicle accident NOS,,[]
Special vehicle,http://id.who.int/icd/entity/2026152580,Unintentional land transport traffic event injuring a user of a special vehicle mainly used on industrial premises,,occupant of special vehicle mainly used on industrial premises injured in transport accident; Special-industrial-vehicle accident NOS,,[]
Special vehicle,http://id.who.int/icd/entity/187314448,Unintentional land transport traffic event injuring a user of a special vehicle mainly used in agriculture,,occupant of special vehicle mainly used in agriculture injured in transport accident; Special-agricultural-vehicle accident NOS,,[]
Special vehicle,http://id.who.int/icd/entity/2111620040,Mobile machinery or special purpose vehicle,,,,[]
Special vehicle,http://id.who.int/icd/entity/2023857187,Unspecified occupant of special construction vehicle injured in traffic accident,,,,[]
Special vehicle,http://id.who.int/icd/entity/1595942372,Unspecified occupant of special industrial vehicle injured in traffic accident,,,,[]
